anio;item;categoria;seccion;combustible;tcal
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Energéticos Primarios;Geotermia;0
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Derivados De Petróleo;Petróleo Diesel;0
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Derivados De Petróleo;Petróleo Combustible;20,329806
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Derivados De Petróleo;Gasolina de motor;0
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Derivados De Petróleo;Kerosene;0
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Derivados De Petróleo;Gas Licuado;0
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Derivados De Petróleo;Gasolina de Aviación;0
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Derivados De Petróleo;Kerosene de Aviación;0
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Derivados De Petróleo;Nafta;0
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Derivados De Petróleo;Gas de Refinería;0
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Derivados De Petróleo;Coque de Petróleo;0
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Derivados De Petróleo;D.I. de Petróleo;0
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Electricidad;Electricidad;0
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Derivados De Carbón;Coque Mineral;0
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Derivados De Carbón;Gas Coque;113,601
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Derivados De Carbón;Alquitrán;149,5804472
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Derivados De Carbón;Gas de Altos Hornos;266,102
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Gas Corriente;Gas Corriente;0
2020;CONSUMO FINAL;Siderurgia Altos Hornos;Metanol;Metanol;0
2020;CONSUMO FINAL;Plantas de Gas;Energéticos Primarios;Petróleo Crudo;0
2020;CONSUMO FINAL;Plantas de Gas;Energéticos Primarios;Gas Natural;0
2020;CONSUMO FINAL;Plantas de Gas;Energéticos Primarios;Carbón;0
2020;CONSUMO FINAL;Plantas de Gas;Energéticos Primarios;Biomasa;0
2020;CONSUMO FINAL;Plantas de Gas;Energéticos Primarios;Energía Hídrica;0
2020;CONSUMO FINAL;Plantas de Gas;Energéticos Primarios;Energía Eólica;0
2020;CONSUMO FINAL;Plantas de Gas;Energéticos Primarios;Energía Solar;0
2020;CONSUMO FINAL;Plantas de Gas;Energéticos Primarios;Biogás;0
2020;CONSUMO FINAL;Plantas de Gas;Energéticos Primarios;Geotermia;0
2020;CONSUMO FINAL;Plantas de Gas;Derivados De Petróleo;Petróleo Diesel;0
2020;CONSUMO FINAL;Plantas de Gas;Derivados De Petróleo;Petróleo Combustible;0
2020;CONSUMO FINAL;Plantas de Gas;Derivados De Petróleo;Gasolina de motor;0
2020;CONSUMO FINAL;Plantas de Gas;Derivados De Petróleo;Kerosene;0
2020;CONSUMO FINAL;Plantas de Gas;Derivados De Petróleo;Gas Licuado;0
2020;CONSUMO FINAL;Plantas de Gas;Derivados De Petróleo;Gasolina de Aviación;0
2020;CONSUMO FINAL;Plantas de Gas;Derivados De Petróleo;Kerosene de Aviación;0
2020;CONSUMO FINAL;Plantas de Gas;Derivados De Petróleo;Nafta;0
2020;CONSUMO FINAL;Plantas de Gas;Derivados De Petróleo;Gas de Refinería;0
2020;CONSUMO FINAL;Plantas de Gas;Derivados De Petróleo;Coque de Petróleo;0
2020;CONSUMO FINAL;Plantas de Gas;Derivados De Petróleo;D.I. de Petróleo;0
2020;CONSUMO FINAL;Plantas de Gas;Electricidad;Electricidad;5,17032
2020;CONSUMO FINAL;Plantas de Gas;Derivados De Carbón;Coque Mineral;0
2020;CONSUMO FINAL;Plantas de Gas;Derivados De Carbón;Gas Coque;0
2020;CONSUMO FINAL;Plantas de Gas;Derivados De Carbón;Alquitrán;0
2020;CONSUMO FINAL;Plantas de Gas;Derivados De Carbón;Gas de Altos Hornos;0
2020;CONSUMO FINAL;Plantas de Gas;Gas Corriente;Gas Corriente;0
2020;CONSUMO FINAL;Plantas de Gas;Metanol;Metanol;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Energéticos Primarios;Petróleo Crudo;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Energéticos Primarios;Gas Natural;3141,737937
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Energéticos Primarios;Carbón;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Energéticos Primarios;Biomasa;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Energéticos Primarios;Energía Hídrica;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Energéticos Primarios;Energía Eólica;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Energéticos Primarios;Energía Solar;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Energéticos Primarios;Biogás;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Energéticos Primarios;Geotermia;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Derivados De Petróleo;Petróleo Diesel;23,292864
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Derivados De Petróleo;Petróleo Combustible;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Derivados De Petróleo;Gasolina de motor;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Derivados De Petróleo;Kerosene;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Derivados De Petróleo;Gas Licuado;22,77420195
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Derivados De Petróleo;Gasolina de Aviación;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Derivados De Petróleo;Kerosene de Aviación;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Derivados De Petróleo;Nafta;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Derivados De Petróleo;Gas de Refinería;1,282710481
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Derivados De Petróleo;Coque de Petróleo;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Derivados De Petróleo;D.I. de Petróleo;1853,46712
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Electricidad;Electricidad;461,777166
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Derivados De Carbón;Coque Mineral;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Derivados De Carbón;Gas Coque;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Derivados De Carbón;Alquitrán;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Derivados De Carbón;Gas de Altos Hornos;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Gas Corriente;Gas Corriente;0
2020;CONSUMO FINAL;Refinería Petróleo - Gas Natural;Metanol;Metanol;0
2020;CONSUMO FINAL;Producción de Metanol;Energéticos Primarios;Petróleo Crudo;0
2020;CONSUMO FINAL;Producción de Metanol;Energéticos Primarios;Gas Natural;1091,39
2020;CONSUMO FINAL;Producción de Metanol;Energéticos Primarios;Carbón;0
2020;CONSUMO FINAL;Producción de Metanol;Energéticos Primarios;Biomasa;0
2020;CONSUMO FINAL;Producción de Metanol;Energéticos Primarios;Energía Hídrica;0
2020;CONSUMO FINAL;Producción de Metanol;Energéticos Primarios;Energía Eólica;0
2020;CONSUMO FINAL;Producción de Metanol;Energéticos Primarios;Energía Solar;0
2020;CONSUMO FINAL;Producción de Metanol;Energéticos Primarios;Biogás;0
2020;CONSUMO FINAL;Producción de Metanol;Energéticos Primarios;Geotermia;0
2020;CONSUMO FINAL;Producción de Metanol;Derivados De Petróleo;Petróleo Diesel;0
2020;CONSUMO FINAL;Producción de Metanol;Derivados De Petróleo;Petróleo Combustible;0
2020;CONSUMO FINAL;Producción de Metanol;Derivados De Petróleo;Gasolina de motor;0
2020;CONSUMO FINAL;Producción de Metanol;Derivados De Petróleo;Kerosene;0
2020;CONSUMO FINAL;Producción de Metanol;Derivados De Petróleo;Gas Licuado;0
2020;CONSUMO FINAL;Producción de Metanol;Derivados De Petróleo;Gasolina de Aviación;0
2020;CONSUMO FINAL;Producción de Metanol;Derivados De Petróleo;Kerosene de Aviación;0
2020;CONSUMO FINAL;Producción de Metanol;Derivados De Petróleo;Nafta;0
2020;CONSUMO FINAL;Producción de Metanol;Derivados De Petróleo;Gas de Refinería;0
2020;CONSUMO FINAL;Producción de Metanol;Derivados De Petróleo;Coque de Petróleo;0
2020;CONSUMO FINAL;Producción de Metanol;Derivados De Petróleo;D.I. de Petróleo;0
2020;CONSUMO FINAL;Producción de Metanol;Electricidad;Electricidad;51,30072
2020;CONSUMO FINAL;Producción de Metanol;Derivados De Carbón;Coque Mineral;0
2020;CONSUMO FINAL;Producción de Metanol;Derivados De Carbón;Gas Coque;0
2020;CONSUMO FINAL;Producción de Metanol;Derivados De Carbón;Alquitrán;0
2020;CONSUMO FINAL;Producción de Metanol;Derivados De Carbón;Gas de Altos Hornos;0
2020;CONSUMO FINAL;Producción de Metanol;Gas Corriente;Gas Corriente;0
2020;CONSUMO FINAL;Producción de Metanol;Metanol;Metanol;0
2020;CONSUMO FINAL;Sector Industrial y Minero;Energéticos Primarios;Petróleo Crudo;0
2020;CONSUMO FINAL;Sector Industrial y Minero;Energéticos Primarios;Gas Natural;8762,242424
2020;CONSUMO FINAL;Sector Industrial y Minero;Energéticos Primarios;Carbón;1486,52411
2020;CONSUMO FINAL;Sector Industrial y Minero;Energéticos Primarios;Biomasa;18321,31164
2020;CONSUMO FINAL;Sector Industrial y Minero;Energéticos Primarios;Energía Hídrica;0
2020;CONSUMO FINAL;Sector Industrial y Minero;Energéticos Primarios;Energía Eólica;0
2020;CONSUMO FINAL;Sector Industrial y Minero;Energéticos Primarios;Energía Solar;0
2020;CONSUMO FINAL;Sector Industrial y Minero;Energéticos Primarios;Biogás;7,9154992
2020;CONSUMO FINAL;Sector Industrial y Minero;Energéticos Primarios;Geotermia;0
2020;CONSUMO FINAL;Sector Industrial y Minero;Derivados De Petróleo;Petróleo Diesel;31447,43444
2020;CONSUMO FINAL;Sector Industrial y Minero;Derivados De Petróleo;Petróleo Combustible;4610,390249
2020;CONSUMO FINAL;Sector Industrial y Minero;Derivados De Petróleo;Gasolina de motor;0
2020;CONSUMO FINAL;Sector Industrial y Minero;Derivados De Petróleo;Kerosene;145,6944147
2020;CONSUMO FINAL;Sector Industrial y Minero;Derivados De Petróleo;Gas Licuado;3378,407871
2020;CONSUMO FINAL;Sector Industrial y Minero;Derivados De Petróleo;Gasolina de Aviación;0,670296073
2020;CONSUMO FINAL;Sector Industrial y Minero;Derivados De Petróleo;Kerosene de Aviación;469,688765
2020;CONSUMO FINAL;Sector Industrial y Minero;Derivados De Petróleo;Nafta;0
2020;CONSUMO FINAL;Sector Industrial y Minero;Derivados De Petróleo;Gas de Refinería;0
2020;CONSUMO FINAL;Sector Industrial y Minero;Derivados De Petróleo;Coque de Petróleo;2326,088784
2020;CONSUMO FINAL;Sector Industrial y Minero;Derivados De Petróleo;D.I. de Petróleo;0
2020;CONSUMO FINAL;Sector Industrial y Minero;Electricidad;Electricidad;40695,20496
2020;CONSUMO FINAL;Sector Industrial y Minero;Derivados De Carbón;Coque Mineral;59,0237002
2020;CONSUMO FINAL;Sector Industrial y Minero;Derivados De Carbón;Gas Coque;622,322
2020;CONSUMO FINAL;Sector Industrial y Minero;Derivados De Carbón;Alquitrán;0
2020;CONSUMO FINAL;Sector Industrial y Minero;Derivados De Carbón;Gas de Altos Hornos;84,105
2020;CONSUMO FINAL;Sector Industrial y Minero;Gas Corriente;Gas Corriente;0
2020;CONSUMO FINAL;Sector Industrial y Minero;Metanol;Metanol;0
2020;CONSUMO FINAL;Cobre;Energéticos Primarios;Petróleo Crudo;0
2020;CONSUMO FINAL;Cobre;Energéticos Primarios;Gas Natural;1393,781683
2020;CONSUMO FINAL;Cobre;Energéticos Primarios;Carbón;16,82799
2020;CONSUMO FINAL;Cobre;Energéticos Primarios;Biomasa;0
2020;CONSUMO FINAL;Cobre;Energéticos Primarios;Energía Hídrica;0
2020;CONSUMO FINAL;Cobre;Energéticos Primarios;Energía Eólica;0
2020;CONSUMO FINAL;Cobre;Energéticos Primarios;Energía Solar;0
2020;CONSUMO FINAL;Cobre;Energéticos Primarios;Biogás;0
2020;CONSUMO FINAL;Cobre;Energéticos Primarios;Geotermia;0
2020;CONSUMO FINAL;Cobre;Derivados De Petróleo;Petróleo Diesel;17495,39116
2020;CONSUMO FINAL;Cobre;Derivados De Petróleo;Petróleo Combustible;588,278648
2020;CONSUMO FINAL;Cobre;Derivados De Petróleo;Gasolina de motor;0
2020;CONSUMO FINAL;Cobre;Derivados De Petróleo;Kerosene;118,3381913
2020;CONSUMO FINAL;Cobre;Derivados De Petróleo;Gas Licuado;56,34378915
2020;CONSUMO FINAL;Cobre;Derivados De Petróleo;Gasolina de Aviación;0
2020;CONSUMO FINAL;Cobre;Derivados De Petróleo;Kerosene de Aviación;0,035172792
2020;CONSUMO FINAL;Cobre;Derivados De Petróleo;Nafta;0
2020;CONSUMO FINAL;Cobre;Derivados De Petróleo;Gas de Refinería;0
2020;CONSUMO FINAL;Cobre;Derivados De Petróleo;Coque de Petróleo;2,326954614
2020;CONSUMO FINAL;Cobre;Derivados De Petróleo;D.I. de Petróleo;0
2020;CONSUMO FINAL;Cobre;Electricidad;Electricidad;22349,99055
2020;CONSUMO FINAL;Cobre;Derivados De Carbón;Coque Mineral;29,9447272
2020;CONSUMO FINAL;Cobre;Derivados De Carbón;Gas Coque;0
2020;CONSUMO FINAL;Cobre;Derivados De Carbón;Alquitrán;0
2020;CONSUMO FINAL;Cobre;Derivados De Carbón;Gas de Altos Hornos;0
2020;CONSUMO FINAL;Cobre;Gas Corriente;Gas Corriente;0
2020;CONSUMO FINAL;Cobre;Metanol;Metanol;0
2020;CONSUMO FINAL;Salitre;Energéticos Primarios;Petróleo Crudo;0
2020;CONSUMO FINAL;Salitre;Energéticos Primarios;Gas Natural;717,9685571
2020;CONSUMO FINAL;Salitre;Energéticos Primarios;Carbón;0
2020;CONSUMO FINAL;Salitre;Energéticos Primarios;Biomasa;0
2020;CONSUMO FINAL;Salitre;Energéticos Primarios;Energía Hídrica;0
2020;CONSUMO FINAL;Salitre;Energéticos Primarios;Energía Eólica;0
2020;CONSUMO FINAL;Salitre;Energéticos Primarios;Energía Solar;0
2020;CONSUMO FINAL;Salitre;Energéticos Primarios;Biogás;0
2020;CONSUMO FINAL;Salitre;Energéticos Primarios;Geotermia;0
2020;CONSUMO FINAL;Salitre;Derivados De Petróleo;Petróleo Diesel;657,1874008
2020;CONSUMO FINAL;Salitre;Derivados De Petróleo;Petróleo Combustible;4,53
2020;CONSUMO FINAL;Salitre;Derivados De Petróleo;Gasolina de motor;0
2020;CONSUMO FINAL;Salitre;Derivados De Petróleo;Kerosene;0
2020;CONSUMO FINAL;Salitre;Derivados De Petróleo;Gas Licuado;31,584388
2020;CONSUMO FINAL;Salitre;Derivados De Petróleo;Gasolina de Aviación;0
2020;CONSUMO FINAL;Salitre;Derivados De Petróleo;Kerosene de Aviación;104,223672
2020;CONSUMO FINAL;Salitre;Derivados De Petróleo;Nafta;0
2020;CONSUMO FINAL;Salitre;Derivados De Petróleo;Gas de Refinería;0
2020;CONSUMO FINAL;Salitre;Derivados De Petróleo;Coque de Petróleo;0
2020;CONSUMO FINAL;Salitre;Derivados De Petróleo;D.I. de Petróleo;0
2020;CONSUMO FINAL;Salitre;Electricidad;Electricidad;202,8057943
2020;CONSUMO FINAL;Salitre;Derivados De Carbón;Coque Mineral;0
2020;CONSUMO FINAL;Salitre;Derivados De Carbón;Gas Coque;0
2020;CONSUMO FINAL;Salitre;Derivados De Carbón;Alquitrán;0
2020;CONSUMO FINAL;Salitre;Derivados De Carbón;Gas de Altos Hornos;0
2020;CONSUMO FINAL;Salitre;Gas Corriente;Gas Corriente;0
2020;CONSUMO FINAL;Salitre;Metanol;Metanol;0
2020;CONSUMO FINAL;Hierro;Energéticos Primarios;Petróleo Crudo;0
2020;CONSUMO FINAL;Hierro;Energéticos Primarios;Gas Natural;0
2020;CONSUMO FINAL;Hierro;Energéticos Primarios;Carbón;227,22
2020;CONSUMO FINAL;Hierro;Energéticos Primarios;Biomasa;0
2020;CONSUMO FINAL;Hierro;Energéticos Primarios;Energía Hídrica;0
2020;CONSUMO FINAL;Hierro;Energéticos Primarios;Energía Eólica;0
2020;CONSUMO FINAL;Hierro;Energéticos Primarios;Energía Solar;0
2020;CONSUMO FINAL;Hierro;Energéticos Primarios;Biogás;0
2020;CONSUMO FINAL;Hierro;Energéticos Primarios;Geotermia;0
2020;CONSUMO FINAL;Hierro;Derivados De Petróleo;Petróleo Diesel;506,2642279
2020;CONSUMO FINAL;Hierro;Derivados De Petróleo;Petróleo Combustible;0
2020;CONSUMO FINAL;Hierro;Derivados De Petróleo;Gasolina de motor;0
2020;CONSUMO FINAL;Hierro;Derivados De Petróleo;Kerosene;0
2020;CONSUMO FINAL;Hierro;Derivados De Petróleo;Gas Licuado;0
2020;CONSUMO FINAL;Hierro;Derivados De Petróleo;Gasolina de Aviación;0
2020;CONSUMO FINAL;Hierro;Derivados De Petróleo;Kerosene de Aviación;0
2020;CONSUMO FINAL;Hierro;Derivados De Petróleo;Nafta;0
2020;CONSUMO FINAL;Hierro;Derivados De Petróleo;Gas de Refinería;0
2020;CONSUMO FINAL;Hierro;Derivados De Petróleo;Coque de Petróleo;0
2020;CONSUMO FINAL;Hierro;Derivados De Petróleo;D.I. de Petróleo;0
2020;CONSUMO FINAL;Hierro;Electricidad;Electricidad;544,5322905
2020;CONSUMO FINAL;Hierro;Derivados De Carbón;Coque Mineral;0
2020;CONSUMO FINAL;Hierro;Derivados De Carbón;Gas Coque;0
2020;CONSUMO FINAL;Hierro;Derivados De Carbón;Alquitrán;0
2020;CONSUMO FINAL;Hierro;Derivados De Carbón;Gas de Altos Hornos;0
2020;CONSUMO FINAL;Hierro;Gas Corriente;Gas Corriente;0
2020;CONSUMO FINAL;Hierro;Metanol;Metanol;0
2020;CONSUMO FINAL;Papel y Celulosa;Energéticos Primarios;Petróleo Crudo;0
2020;CONSUMO FINAL;Papel y Celulosa;Energéticos Primarios;Gas Natural;1338,244489
2020;CONSUMO FINAL;Papel y Celulosa;Energéticos Primarios;Carbón;0
2020;CONSUMO FINAL;Papel y Celulosa;Energéticos Primarios;Biomasa;14736,15625
2020;CONSUMO FINAL;Papel y Celulosa;Energéticos Primarios;Energía Hídrica;0
2020;CONSUMO FINAL;Papel y Celulosa;Energéticos Primarios;Energía Eólica;0
2020;CONSUMO FINAL;Papel y Celulosa;Energéticos Primarios;Energía Solar;0
2020;CONSUMO FINAL;Papel y Celulosa;Energéticos Primarios;Biogás;0
2020;CONSUMO FINAL;Papel y Celulosa;Energéticos Primarios;Geotermia;0
2020;CONSUMO FINAL;Papel y Celulosa;Derivados De Petróleo;Petróleo Diesel;212,8693724
2020;CONSUMO FINAL;Papel y Celulosa;Derivados De Petróleo;Petróleo Combustible;2344,827115
2020;CONSUMO FINAL;Papel y Celulosa;Derivados De Petróleo;Gasolina de motor;0
2020;CONSUMO FINAL;Papel y Celulosa;Derivados De Petróleo;Kerosene;0,0503496
2020;CONSUMO FINAL;Papel y Celulosa;Derivados De Petróleo;Gas Licuado;142,9288007
2020;CONSUMO FINAL;Papel y Celulosa;Derivados De Petróleo;Gasolina de Aviación;0
2020;CONSUMO FINAL;Papel y Celulosa;Derivados De Petróleo;Kerosene de Aviación;0
2020;CONSUMO FINAL;Papel y Celulosa;Derivados De Petróleo;Nafta;0
2020;CONSUMO FINAL;Papel y Celulosa;Derivados De Petróleo;Gas de Refinería;0
2020;CONSUMO FINAL;Papel y Celulosa;Derivados De Petróleo;Coque de Petróleo;0
2020;CONSUMO FINAL;Papel y Celulosa;Derivados De Petróleo;D.I. de Petróleo;0
2020;CONSUMO FINAL;Papel y Celulosa;Electricidad;Electricidad;4897,746597
2020;CONSUMO FINAL;Papel y Celulosa;Derivados De Carbón;Coque Mineral;0
2020;CONSUMO FINAL;Papel y Celulosa;Derivados De Carbón;Gas Coque;0
2020;CONSUMO FINAL;Papel y Celulosa;Derivados De Carbón;Alquitrán;0
2020;CONSUMO FINAL;Papel y Celulosa;Derivados De Carbón;Gas de Altos Hornos;0
2020;CONSUMO FINAL;Papel y Celulosa;Gas Corriente;Gas Corriente;0
2020;CONSUMO FINAL;Papel y Celulosa;Metanol;Metanol;0
2020;CONSUMO FINAL;Siderurgia;Energéticos Primarios;Petróleo Crudo;0
2020;CONSUMO FINAL;Siderurgia;Energéticos Primarios;Gas Natural;169,8476465
2020;CONSUMO FINAL;Siderurgia;Energéticos Primarios;Carbón;0
2020;CONSUMO FINAL;Siderurgia;Energéticos Primarios;Biomasa;0
2020;CONSUMO FINAL;Siderurgia;Energéticos Primarios;Energía Hídrica;0
2020;CONSUMO FINAL;Siderurgia;Energéticos Primarios;Energía Eólica;0
2020;CONSUMO FINAL;Siderurgia;Energéticos Primarios;Energía Solar;0
2020;CONSUMO FINAL;Siderurgia;Energéticos Primarios;Biogás;0
2020;CONSUMO FINAL;Siderurgia;Energéticos Primarios;Geotermia;0
2020;CONSUMO FINAL;Siderurgia;Derivados De Petróleo;Petróleo Diesel;126,3985088
2020;CONSUMO FINAL;Siderurgia;Derivados De Petróleo;Petróleo Combustible;0
2020;CONSUMO FINAL;Siderurgia;Derivados De Petróleo;Gasolina de motor;0
2020;CONSUMO FINAL;Siderurgia;Derivados De Petróleo;Kerosene;0,053946
2020;CONSUMO FINAL;Siderurgia;Derivados De Petróleo;Gas Licuado;13,59117871
2020;CONSUMO FINAL;Siderurgia;Derivados De Petróleo;Gasolina de Aviación;0
2020;CONSUMO FINAL;Siderurgia;Derivados De Petróleo;Kerosene de Aviación;0
2020;CONSUMO FINAL;Siderurgia;Derivados De Petróleo;Nafta;0
2020;CONSUMO FINAL;Siderurgia;Derivados De Petróleo;Gas de Refinería;0
2020;CONSUMO FINAL;Siderurgia;Derivados De Petróleo;Coque de Petróleo;0
2020;CONSUMO FINAL;Siderurgia;Derivados De Petróleo;D.I. de Petróleo;0
2020;CONSUMO FINAL;Siderurgia;Electricidad;Electricidad;526,8109164
2020;CONSUMO FINAL;Siderurgia;Derivados De Carbón;Coque Mineral;0
2020;CONSUMO FINAL;Siderurgia;Derivados De Carbón;Gas Coque;622,322
2020;CONSUMO FINAL;Siderurgia;Derivados De Carbón;Alquitrán;0
2020;CONSUMO FINAL;Siderurgia;Derivados De Carbón;Gas de Altos Hornos;84,105
2020;CONSUMO FINAL;Siderurgia;Gas Corriente;Gas Corriente;0
2020;CONSUMO FINAL;Siderurgia;Metanol;Metanol;0
2020;CONSUMO FINAL;Petroquímica;Energéticos Primarios;Petróleo Crudo;0
2020;CONSUMO FINAL;Petroquímica;Energéticos Primarios;Gas Natural;17,16974905
2020;CONSUMO FINAL;Petroquímica;Energéticos Primarios;Carbón;0
2020;CONSUMO FINAL;Petroquímica;Energéticos Primarios;Biomasa;0
2020;CONSUMO FINAL;Petroquímica;Energéticos Primarios;Energía Hídrica;0
2020;CONSUMO FINAL;Petroquímica;Energéticos Primarios;Energía Eólica;0
2020;CONSUMO FINAL;Petroquímica;Energéticos Primarios;Energía Solar;0
2020;CONSUMO FINAL;Petroquímica;Energéticos Primarios;Biogás;0
2020;CONSUMO FINAL;Petroquímica;Energéticos Primarios;Geotermia;0
2020;CONSUMO FINAL;Petroquímica;Derivados De Petróleo;Petróleo Diesel;0,009156
2020;CONSUMO FINAL;Petroquímica;Derivados De Petróleo;Petróleo Combustible;0
2020;CONSUMO FINAL;Petroquímica;Derivados De Petróleo;Gasolina de motor;0
2020;CONSUMO FINAL;Petroquímica;Derivados De Petróleo;Kerosene;0
2020;CONSUMO FINAL;Petroquímica;Derivados De Petróleo;Gas Licuado;0
2020;CONSUMO FINAL;Petroquímica;Derivados De Petróleo;Gasolina de Aviación;0
2020;CONSUMO FINAL;Petroquímica;Derivados De Petróleo;Kerosene de Aviación;0
2020;CONSUMO FINAL;Petroquímica;Derivados De Petróleo;Nafta;0
2020;CONSUMO FINAL;Petroquímica;Derivados De Petróleo;Gas de Refinería;0
2020;CONSUMO FINAL;Petroquímica;Derivados De Petróleo;Coque de Petróleo;0
2020;CONSUMO FINAL;Petroquímica;Derivados De Petróleo;D.I. de Petróleo;0
2020;CONSUMO FINAL;Petroquímica;Electricidad;Electricidad;27,185632
2020;CONSUMO FINAL;Petroquímica;Derivados De Carbón;Coque Mineral;0
2020;CONSUMO FINAL;Petroquímica;Derivados De Carbón;Gas Coque;0
2020;CONSUMO FINAL;Petroquímica;Derivados De Carbón;Alquitrán;0
2020;CONSUMO FINAL;Petroquímica;Derivados De Carbón;Gas de Altos Hornos;0
2020;CONSUMO FINAL;Petroquímica;Gas Corriente;Gas Corriente;0
2020;CONSUMO FINAL;Petroquímica;Metanol;Metanol;0
2020;CONSUMO FINAL;Cemento;Energéticos Primarios;Petróleo Crudo;0
2020;CONSUMO FINAL;Cemento;Energéticos Primarios;Gas Natural;94,50902964
2020;CONSUMO FINAL;Cemento;Energéticos Primarios;Carbón;16,16191835
2020;CONSUMO FINAL;Cemento;Energéticos Primarios;Biomasa;0
2020;CONSUMO FINAL;Cemento;Energéticos Primarios;Energía Hídrica;0
2020;CONSUMO FINAL;Cemento;Energéticos Primarios;Energía Eólica;0
2020;CONSUMO FINAL;Cemento;Energéticos Primarios;Energía Solar;0
2020;CONSUMO FINAL;Cemento;Energéticos Primarios;Biogás;0
2020;CONSUMO FINAL;Cemento;Energéticos Primarios;Geotermia;0
2020;CONSUMO FINAL;Cemento;Derivados De Petróleo;Petróleo Diesel;27,64859194
2020;CONSUMO FINAL;Cemento;Derivados De Petróleo;Petróleo Combustible;3,34812933
2020;CONSUMO FINAL;Cemento;Derivados De Petróleo;Gasolina de motor;0
2020;CONSUMO FINAL;Cemento;Derivados De Petróleo;Kerosene;0
2020;CONSUMO FINAL;Cemento;Derivados De Petróleo;Gas Licuado;16,63540284
2020;CONSUMO FINAL;Cemento;Derivados De Petróleo;Gasolina de Aviación;0
2020;CONSUMO FINAL;Cemento;Derivados De Petróleo;Kerosene de Aviación;0
2020;CONSUMO FINAL;Cemento;Derivados De Petróleo;Nafta;0
2020;CONSUMO FINAL;Cemento;Derivados De Petróleo;Gas de Refinería;0
2020;CONSUMO FINAL;Cemento;Derivados De Petróleo;Coque de Petróleo;2105,564725
2020;CONSUMO FINAL;Cemento;Derivados De Petróleo;D.I. de Petróleo;0
2020;CONSUMO FINAL;Cemento;Electricidad;Electricidad;490,7079152
2020;CONSUMO FINAL;Cemento;Derivados De Carbón;Coque Mineral;0
2020;CONSUMO FINAL;Cemento;Derivados De Carbón;Gas Coque;0
2020;CONSUMO FINAL;Cemento;Derivados De Carbón;Alquitrán;0
2020;CONSUMO FINAL;Cemento;Derivados De Carbón;Gas de Altos Hornos;0
2020;CONSUMO FINAL;Cemento;Gas Corriente;Gas Corriente;0
2020;CONSUMO FINAL;Cemento;Metanol;Metanol;0
2020;CONSUMO FINAL;Azúcar;Energéticos Primarios;Petróleo Crudo;0
2020;CONSUMO FINAL;Azúcar;Energéticos Primarios;Gas Natural;13,86854534
2020;CONSUMO FINAL;Azúcar;Energéticos Primarios;Carbón;491,020194
2020;CONSUMO FINAL;Azúcar;Energéticos Primarios;Biomasa;4,526725
2020;CONSUMO FINAL;Azúcar;Energéticos Primarios;Energía Hídrica;0
2020;CONSUMO FINAL;Azúcar;Energéticos Primarios;Energía Eólica;0
